priority,estimated_time,time_remaining,assigned_to,breach,penalty_cost,priority_score,time_used,time_ratio,completion_percentage,urgency_score,risk_score,tight_deadline,very_tight,overwork,predicted_breach,probability,SLA_Status,AI_Insight
High,108,54,D,0,8845,3,54,0.4954128440366973,49.54128440366973,5.935741513886367,1.5137614678899083,0,0,0,1,0.4656700365803571,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,115,26,F,0,8907,3,89,0.22413793103448276,76.72413793103449,12.812960235640649,2.3275862068965516,0,0,0,1,0.5031848270190055,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,181,66,B,0,1881,1,115,0.3626373626373626,63.18681318681318,2.683574166912415,0.6373626373626373,0,0,0,1,0.45153249973675147,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,86,91,A,0,4358,2,-5,1.0459770114942528,-5.747126436781609,1.8939806247959075,-0.09195402298850563,0,0,0,1,0.446112398113957,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,69,6,G,1,8787,3,63,0.08571428571428572,90.0,31.343283582089555,2.742857142857143,1,1,0,1,0.577543512904565,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,92,15,C,1,9102,3,77,0.16129032258064516,82.79569892473118,17.514124293785308,2.5161290322580645,1,0,0,1,0.5800301009276674,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,126,58,D,0,7003,3,68,0.4566929133858268,53.54330708661418,6.428209886957988,1.6299212598425195,0,0,0,1,0.5221165312552799,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,214,12,G,1,1474,1,202,0.05581395348837209,93.95348837209302,15.194346289752652,0.9441860465116279,1,0,0,0,0.3172086967918817,✅ SLA SAFE,
Low,171,17,F,1,1588,1,154,0.09883720930232558,89.53488372093024,9.18803418803419,0.9011627906976745,1,0,0,1,0.5238210009396641,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,161,27,F,0,1750,1,134,0.16666666666666666,82.71604938271605,5.660377358490566,0.8333333333333334,0,0,0,1,0.5055983005075203,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,85,56,A,0,7450,3,29,0.6511627906976745,33.72093023255814,4.537460429124165,1.0465116279069766,0,0,0,1,0.49680858488141305,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,151,31,E,0,1747,1,120,0.20394736842105263,78.94736842105263,4.674046740467404,0.7960526315789473,0,0,0,1,0.4604046811122824,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,91,118,E,0,4496,2,-27,1.2826086956521738,-29.347826086956523,1.5472586612848975,-0.5652173913043477,0,0,0,0,0.34074967091154656,✅ SLA SAFE,
High,91,99,C,0,8962,3,-8,1.076086956521739,-8.695652173913043,2.7622097678142516,-0.22826086956521707,0,0,0,1,0.4191874927435102,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,79,92,A,0,8802,3,-13,1.15,-16.25,2.586206896551724,-0.44999999999999973,0,0,0,0,0.3744050510160587,✅ SLA SAFE,
High,108,100,B,0,9730,3,8,0.9174311926605505,7.339449541284404,3.2347413196161834,0.24770642201834847,0,0,0,1,0.45680282596780564,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,83,79,C,0,4014,2,4,0.9404761904761905,4.761904761904762,2.1042084168336674,0.11904761904761907,0,0,0,1,0.43134623549509127,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,126,18,G,1,1492,1,108,0.14173228346456693,85.03937007874016,6.5905552672548,0.8582677165354331,1,0,0,0,0.3723521038381427,✅ SLA SAFE,
Medium,124,119,F,0,3729,2,5,0.952,4.0,2.079002079002079,0.09600000000000009,0,0,0,1,0.4296017000139038,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,146,109,E,0,4894,2,37,0.7414965986394558,25.170068027210885,2.66135602425998,0.5170068027210883,0,0,0,1,0.46600373169267295,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,198,119,B,0,1905,1,79,0.5979899497487438,39.698492462311556,1.644764030085131,0.40201005025125625,0,0,0,1,0.48093178857734736,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,82,70,D,0,8819,3,12,0.8433734939759037,14.457831325301203,3.5154595510376954,0.469879518072289,0,0,0,1,0.48984362610693016,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,132,9,F,1,3679,2,123,0.06766917293233082,92.4812030075188,25.75024201355276,1.8646616541353382,1,1,0,1,0.5691489461374493,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,128,103,E,0,3683,2,25,0.7984496124031008,19.379844961240313,2.473870936810816,0.4031007751937985,0,0,0,1,0.47399475641696065,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,145,66,B,0,1373,1,79,0.4520547945205479,54.109589041095894,2.164245478802253,0.547945205479452,0,0,0,1,0.4664671590042077,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,141,41,F,0,1640,1,100,0.2887323943661972,70.4225352112676,3.3474776049033474,0.7112676056338028,0,0,0,1,0.48042582742000356,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,158,120,C,0,1979,1,38,0.7547169811320755,23.89937106918239,1.307673328398717,0.24528301886792447,0,0,0,1,0.4815682155123572,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,86,63,E,0,3201,2,23,0.7241379310344828,26.436781609195403,2.724283701268201,0.5517241379310345,0,0,0,1,0.5018913914515919,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,107,16,F,1,7625,3,91,0.14814814814814814,84.25925925925925,18.969555035128806,2.5555555555555554,1,0,0,1,0.6449354944499832,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,134,64,B,0,4082,2,70,0.4740740740740741,51.85185185185185,4.13159908186687,1.0518518518518518,0,0,0,1,0.47311744361482105,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,176,76,A,0,1958,1,100,0.4293785310734463,56.49717514124294,2.275941879902276,0.5706214689265536,0,0,0,1,0.4487358552464454,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,132,75,G,0,9098,3,57,0.5639097744360902,42.857142857142854,5.227302502292677,1.3082706766917291,0,0,0,1,0.4626943621859735,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,81,98,B,0,7020,3,-17,1.1951219512195121,-20.73170731707317,2.4893746205221614,-0.5853658536585364,0,0,0,0,0.38324075731499013,✅ SLA SAFE,
High,71,65,C,0,8413,3,6,0.9027777777777778,8.333333333333332,3.286670724284845,0.29166666666666663,0,0,0,1,0.43422687995720854,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,138,70,A,0,1537,1,68,0.5035971223021583,48.92086330935252,1.9470514077601906,0.49640287769784175,0,0,0,1,0.47033657709982074,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,124,17,A,1,7661,3,107,0.136,85.6,20.54794520547945,2.592,1,0,0,1,0.4870645236529607,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,186,31,C,0,1933,1,155,0.1657754010695187,82.88770053475936,5.689078186796471,0.8342245989304813,0,0,0,1,0.509151153563469,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,119,107,A,0,3780,2,12,0.8916666666666667,10.0,2.2181146025878,0.21666666666666656,0,0,0,1,0.43974178187521096,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,141,56,E,0,3501,2,85,0.39436619718309857,59.859154929577464,4.946011842563567,1.211267605633803,0,0,0,1,0.463766807170074,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,143,48,C,0,1034,1,95,0.3333333333333333,65.97222222222221,2.912621359223301,0.6666666666666667,0,0,0,1,0.46579776112053944,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,200,13,E,1,1035,1,187,0.06467661691542288,93.03482587064677,13.391072618254498,0.9353233830845771,1,0,0,0,0.2921506006060944,✅ SLA SAFE,
Low,187,85,E,0,896,1,102,0.4521276595744681,54.25531914893617,2.16390423572744,0.5478723404255319,0,0,0,1,0.47699041606789566,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,106,43,B,0,3468,2,63,0.40186915887850466,58.87850467289719,4.855911050601316,1.1962616822429908,0,0,0,1,0.5140453341271533,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,149,14,G,1,837,1,135,0.09333333333333334,90.0,9.67741935483871,0.9066666666666666,1,0,0,1,0.49261691560852944,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,195,110,E,0,1056,1,85,0.5612244897959183,43.36734693877551,1.7506252232940336,0.4387755102040817,0,0,0,1,0.463102929071798,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,204,44,D,0,1056,1,160,0.2146341463414634,78.04878048780488,4.451682953311618,0.7853658536585366,0,0,0,1,0.4977709582132516,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,107,114,C,0,8402,3,-7,1.0555555555555556,-6.481481481481481,2.8154327424400414,-0.16666666666666674,0,0,0,1,0.45481042710409036,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,123,82,G,0,7332,3,41,0.6612903225806451,33.064516129032256,4.469005285920231,1.0161290322580645,0,0,0,1,0.4740441242637944,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,132,70,B,0,7524,3,62,0.5263157894736842,46.616541353383454,5.593719332679097,1.4210526315789473,0,0,0,1,0.4644379723876389,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,206,65,G,0,1295,1,141,0.3140096618357488,68.11594202898551,3.0863277173102728,0.6859903381642511,0,0,0,1,0.4693175667649608,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,140,83,B,0,4769,2,57,0.5886524822695035,40.42553191489361,3.340836393792205,0.822695035460993,0,0,0,1,0.4826017640826201,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,132,9,G,1,8639,3,123,0.06766917293233082,92.4812030075188,38.62536302032914,2.7969924812030076,1,1,0,1,0.45361486385074523,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,127,23,A,0,4357,2,104,0.1796875,81.25,10.543657331136737,1.640625,0,0,0,1,0.4847342079131161,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,154,113,E,0,1727,1,41,0.7290322580645161,26.451612903225808,1.3531209079004802,0.2709677419354839,0,0,0,1,0.46812552247273287,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,122,13,G,1,7442,3,109,0.10569105691056911,88.6178861788618,25.931131412508783,2.6829268292682924,1,0,0,1,0.5448523463032873,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,94,6,A,1,3805,2,88,0.06315789473684211,92.63157894736842,27.33812949640288,1.8736842105263158,1,1,0,1,0.523218514190121,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,147,20,F,0,3385,2,127,0.13513513513513514,85.8108108108108,13.780260707635009,1.7297297297297298,0,0,0,0,0.3955986760893056,✅ SLA SAFE,
Low,199,77,G,0,1897,1,122,0.385,61.0,2.531645569620253,0.615,0,0,0,1,0.46139140063217304,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,129,50,D,0,1205,1,79,0.38461538461538464,60.76923076923077,2.5341130604288495,0.6153846153846154,0,0,0,1,0.4807093426127957,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,93,107,G,0,9754,3,-14,1.1382978723404256,-14.893617021276595,2.612562534741523,-0.4148936170212767,0,0,0,0,0.36325551231097086,✅ SLA SAFE,
Medium,131,57,A,0,4926,2,74,0.4318181818181818,56.060606060606055,4.526748971193416,1.1363636363636362,0,0,0,1,0.45212874302906364,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,211,65,F,0,945,1,146,0.30660377358490565,68.86792452830188,3.1585220500595947,0.6933962264150944,0,0,0,1,0.45723027544231615,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,86,111,F,0,4022,2,-25,1.2758620689655173,-28.735632183908045,1.5553767766157145,-0.5517241379310347,0,0,0,0,0.3479194312816897,✅ SLA SAFE,
Medium,91,117,C,0,4007,2,-26,1.2717391304347827,-28.26086956521739,1.5603799185888736,-0.5434782608695654,0,0,0,0,0.3136919234427717,✅ SLA SAFE,
High,108,118,D,0,8488,3,-10,1.0825688073394495,-9.174311926605505,2.745822487194559,-0.24770642201834847,0,0,0,1,0.4327633486275687,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,150,67,A,0,1824,1,83,0.44370860927152317,54.966887417218544,2.204057801780762,0.5562913907284768,0,0,0,1,0.4614166175138958,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,146,111,A,0,3963,2,35,0.7551020408163265,23.809523809523807,2.614030408108829,0.48979591836734704,0,0,0,1,0.4726000980687332,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,210,118,F,0,1397,1,92,0.5592417061611374,43.60189573459716,1.7567230039130797,0.44075829383886256,0,0,0,1,0.45834323382461795,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,80,96,E,0,9145,3,-16,1.1851851851851851,-19.753086419753085,2.510071273628758,-0.5555555555555554,0,0,0,1,0.4236583289459366,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,106,6,E,1,4407,2,100,0.056074766355140186,93.45794392523365,30.268741159830267,1.8878504672897196,1,1,0,1,0.5564381017964055,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,62,21,C,0,8648,3,41,0.3333333333333333,65.07936507936508,8.737864077669903,2.0,0,0,0,1,0.4948477632511319,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,131,12,G,1,9632,3,119,0.09090909090909091,90.15151515151516,29.72972972972973,2.727272727272727,1,0,0,1,0.5420710128672844,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,169,81,D,0,1805,1,88,0.4764705882352941,51.76470588235295,2.0556227327690446,0.5235294117647059,0,0,0,1,0.480379273574423,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
