task_id,assigned_to,priority,start_time,deadline,completion_time,status,estimated_time,penalty_cost,breach,delay_minutes,time_remaining,risk_level
18639,E,High,2024-01-01 12:27:00,2024-01-01 14:09:00,2024-01-01 15:11:00,Completed_Late,85,6601,True,62,57,Low
18640,C,High,2024-01-24 13:36:00,2024-01-24 14:40:00,2024-01-24 14:26:00,Completed_On_Time,59,6771,False,0,27,Medium
18641,A,High,2024-01-16 10:53:00,2024-01-16 11:24:00,2024-01-16 12:52:00,Completed_Late,41,6135,True,88,31,Medium
18642,B,Low,2024-01-15 14:25:00,2024-01-15 16:53:00,2024-01-15 16:02:00,Completed_On_Time,127,671,False,0,31,Medium
18643,E,Low,2024-01-05 15:41:00,2024-01-05 18:49:00,2024-01-05 17:46:00,Completed_On_Time,190,1300,False,0,48,Low
18644,D,High,2024-01-03 09:02:00,2024-01-03 11:12:00,2024-01-03 10:30:00,Completed_On_Time,120,6557,False,0,29,Medium
18645,F,Low,2024-01-10 13:42:00,2024-01-10 17:29:00,2024-01-10 15:57:00,Completed_On_Time,208,1210,False,0,224,Low
18646,D,Low,2024-01-07 10:06:00,2024-01-07 12:31:00,2024-01-07 12:39:00,Completed_Late,136,1457,True,8,138,Low
18647,G,High,2024-01-27 11:59:00,2024-01-27 14:04:00,2024-01-27 14:20:00,Completed_Late,111,9747,True,16,69,Low
18648,F,Low,2024-01-10 15:41:00,2024-01-10 19:01:00,2024-01-10 18:05:00,Completed_On_Time,176,1630,False,0,160,Low
18649,C,Medium,2024-01-28 16:40:00,2024-01-28 17:52:00,2024-01-28 17:33:00,Completed_On_Time,62,2548,False,0,63,Low
18650,F,Low,2024-01-11 13:36:00,2024-01-11 16:45:00,2024-01-11 17:30:00,Completed_Late,168,679,True,45,150,Low
18651,D,High,2024-01-01 16:50:00,2024-01-01 18:20:00,2024-01-01 18:34:00,Completed_Late,92,9471,True,14,42,Medium
18652,C,Low,2024-01-03 14:48:00,2024-01-03 18:33:00,2024-01-03 17:06:00,Completed_On_Time,217,538,False,0,12,High
18653,G,Low,2024-01-08 12:22:00,2024-01-08 16:12:00,2024-01-08 16:34:00,Completed_Late,229,1777,True,22,69,Low
18654,B,Low,2024-01-20 12:53:00,2024-01-20 16:41:00,2024-01-20 15:22:00,Completed_On_Time,200,1699,False,0,76,Low
18655,G,Low,2024-01-21 10:46:00,2024-01-21 13:22:00,2024-01-21 12:33:00,Completed_On_Time,130,1522,False,0,58,Low
18656,G,Low,2024-01-01 15:51:00,2024-01-01 18:13:00,2024-01-01 18:20:00,Completed_Late,142,600,True,7,27,Medium
18657,A,Low,2024-01-24 16:55:00,2024-01-24 19:16:00,2024-01-24 18:49:00,Completed_On_Time,124,1683,False,0,45,Low
18658,D,High,2024-01-10 13:49:00,2024-01-10 15:36:00,2024-01-10 16:29:00,Completed_Late,86,7507,True,53,91,Low
18659,C,High,2024-01-18 15:02:00,2024-01-18 15:59:00,2024-01-18 17:18:00,Completed_Late,31,7367,True,79,48,Low
18660,D,Medium,2024-01-24 09:05:00,2024-01-24 10:41:00,2024-01-24 10:31:00,Completed_On_Time,100,2508,False,0,16,Medium
18661,A,Medium,2024-01-06 12:39:00,2024-01-06 14:44:00,2024-01-06 14:56:00,Completed_Late,138,3181,True,12,78,Low
18662,A,Medium,2024-01-13 11:20:00,2024-01-13 13:26:00,2024-01-13 13:42:00,Completed_Late,113,2311,True,16,37,Medium
18663,F,Medium,2024-01-22 09:03:00,2024-01-22 10:07:00,2024-01-22 09:59:00,Completed_On_Time,70,2807,False,0,30,Medium
18664,B,Low,2024-01-28 16:14:00,2024-01-28 18:35:00,2024-01-28 19:19:00,Completed_Late,129,1891,True,44,124,Low
18665,G,Low,2024-01-20 16:09:00,2024-01-20 19:52:00,2024-01-20 18:20:00,Completed_On_Time,203,1723,False,0,96,Low
18666,C,Medium,2024-01-07 10:08:00,2024-01-07 12:30:00,2024-01-07 11:56:00,Completed_On_Time,152,4186,False,0,93,Low
18667,A,High,2024-01-02 12:41:00,2024-01-02 14:07:00,2024-01-02 13:40:00,Completed_On_Time,98,9606,False,0,69,Low
18668,A,Medium,2024-01-26 13:58:00,2024-01-26 15:35:00,2024-01-26 15:22:00,Completed_On_Time,85,3196,False,0,76,Low
18669,E,High,2024-01-24 12:29:00,2024-01-24 13:35:00,2024-01-24 13:29:00,Completed_On_Time,83,6221,False,0,36,Medium
18670,A,Low,2024-01-06 17:40:00,2024-01-06 20:50:00,2024-01-06 20:08:00,Completed_On_Time,192,1982,False,0,90,Low
18671,G,Low,2024-01-07 10:41:00,2024-01-07 14:31:00,2024-01-07 15:50:00,Completed_Late,216,699,True,79,210,Low
18672,F,Medium,2024-01-11 14:21:00,2024-01-11 15:56:00,2024-01-11 15:49:00,Completed_On_Time,108,4137,False,0,-13,High
18673,E,High,2024-01-24 14:11:00,2024-01-24 15:47:00,2024-01-24 15:13:00,Completed_On_Time,77,6508,False,0,25,Medium
18674,F,Medium,2024-01-21 10:24:00,2024-01-21 11:57:00,2024-01-21 11:27:00,Completed_On_Time,69,4307,False,0,78,Low
18675,G,High,2024-01-16 15:58:00,2024-01-16 17:43:00,2024-01-16 17:20:00,Completed_On_Time,120,7175,False,0,93,Low
18676,F,Medium,2024-01-11 11:43:00,2024-01-11 13:02:00,2024-01-11 12:49:00,Completed_On_Time,68,2796,False,0,13,High
18677,B,Low,2024-01-03 11:59:00,2024-01-03 14:43:00,2024-01-03 15:28:00,Completed_Late,158,1062,True,45,120,Low
18678,E,High,2024-01-16 13:07:00,2024-01-16 14:44:00,2024-01-16 15:52:00,Completed_Late,70,7658,True,68,69,Low
18679,E,High,2024-01-22 15:45:00,2024-01-22 16:37:00,2024-01-22 16:27:00,Completed_On_Time,66,6699,False,0,25,Medium
18680,C,High,2024-01-31 09:21:00,2024-01-31 11:28:00,2024-01-31 10:59:00,Completed_On_Time,111,7521,False,0,85,Low
18681,C,Low,2024-01-26 10:46:00,2024-01-26 13:59:00,2024-01-26 13:17:00,Completed_On_Time,179,653,False,0,128,Low
18682,D,Low,2024-01-19 09:39:00,2024-01-19 12:46:00,2024-01-19 11:40:00,Completed_On_Time,178,1731,False,0,114,Low
18683,C,Low,2024-01-18 16:04:00,2024-01-18 18:01:00,2024-01-18 19:02:00,Completed_Late,100,1533,True,61,97,Low
18684,E,Low,2024-01-07 11:10:00,2024-01-07 13:50:00,2024-01-07 13:09:00,Completed_On_Time,131,1182,False,0,109,Low
18685,D,Medium,2024-01-09 12:39:00,2024-01-09 14:28:00,2024-01-09 14:02:00,Completed_On_Time,129,2161,False,0,-13,High
18686,E,High,2024-01-29 14:50:00,2024-01-29 16:47:00,2024-01-29 16:43:00,Completed_On_Time,115,7048,False,0,50,Low
18687,C,High,2024-01-24 13:36:00,2024-01-24 14:52:00,2024-01-24 14:43:00,Completed_On_Time,72,7492,False,0,32,Medium
18688,G,Low,2024-01-25 09:52:00,2024-01-25 13:56:00,2024-01-25 15:08:00,Completed_Late,235,1515,True,72,43,Medium
18689,C,Low,2024-01-14 14:49:00,2024-01-14 17:34:00,2024-01-14 16:55:00,Completed_On_Time,163,1966,False,0,31,Medium
18690,B,Low,2024-01-03 10:32:00,2024-01-03 12:46:00,2024-01-03 11:46:00,Completed_On_Time,120,962,False,0,72,Low
18691,A,Medium,2024-01-29 14:56:00,2024-01-29 17:53:00,2024-01-29 17:07:00,Completed_On_Time,167,2553,False,0,154,Low
18692,A,High,2024-01-15 12:56:00,2024-01-15 14:17:00,2024-01-15 15:42:00,Completed_Late,83,7232,True,85,19,Medium
18693,C,Medium,2024-01-22 10:57:00,2024-01-22 12:22:00,2024-01-22 12:12:00,Completed_On_Time,105,4260,False,0,78,Low
18694,F,High,2024-01-22 10:47:00,2024-01-22 12:42:00,2024-01-22 12:31:00,Completed_On_Time,115,9346,False,0,55,Low
18695,G,Low,2024-01-17 10:16:00,2024-01-17 11:54:00,2024-01-17 11:32:00,Completed_On_Time,93,641,False,0,62,Low
18696,F,High,2024-01-09 12:14:00,2024-01-09 13:55:00,2024-01-09 13:33:00,Completed_On_Time,111,7017,False,0,16,Medium
18697,G,Medium,2024-01-03 11:44:00,2024-01-03 14:11:00,2024-01-03 15:06:00,Completed_Late,125,4794,True,55,77,Low
18698,A,Low,2024-01-12 13:41:00,2024-01-12 15:45:00,2024-01-12 15:25:00,Completed_On_Time,116,1923,False,0,80,Low
18699,F,Low,2024-01-25 10:24:00,2024-01-25 12:24:00,2024-01-25 11:53:00,Completed_On_Time,129,1106,False,0,79,Low
18700,F,Medium,2024-01-28 16:49:00,2024-01-28 18:39:00,2024-01-28 18:09:00,Completed_On_Time,101,3102,False,0,52,Low
18701,F,Low,2024-01-25 13:14:00,2024-01-25 15:49:00,2024-01-25 15:41:00,Completed_On_Time,156,1948,False,0,124,Low
18702,F,Medium,2024-01-06 15:01:00,2024-01-06 18:10:00,2024-01-06 17:39:00,Completed_On_Time,178,4617,False,0,135,Low
18703,D,Medium,2024-01-08 15:58:00,2024-01-08 18:11:00,2024-01-08 19:30:00,Completed_Late,116,2117,True,79,35,Medium
18704,E,Low,2024-01-19 14:48:00,2024-01-19 16:43:00,2024-01-19 16:55:00,Completed_Late,128,1028,True,12,72,Low
18705,C,Low,2024-01-08 16:54:00,2024-01-08 19:25:00,2024-01-08 20:04:00,Completed_Late,162,1082,True,39,15,Medium
18706,F,High,2024-01-15 09:12:00,2024-01-15 11:11:00,2024-01-15 10:15:00,Completed_On_Time,98,7469,False,0,71,Low
18707,D,High,2024-01-13 10:01:00,2024-01-13 11:49:00,2024-01-13 11:42:00,Completed_On_Time,107,6571,False,0,103,Low
18708,F,High,2024-01-17 17:01:00,2024-01-17 19:09:00,2024-01-17 18:44:00,Completed_On_Time,120,7301,False,0,22,Medium
18709,C,Low,2024-01-13 16:46:00,2024-01-13 19:07:00,2024-01-13 18:38:00,Completed_On_Time,137,677,False,0,51,Low
18710,A,Medium,2024-01-16 16:15:00,2024-01-16 17:34:00,2024-01-16 17:42:00,Completed_Late,91,2730,True,8,15,Medium
18711,C,Low,2024-01-05 16:23:00,2024-01-05 18:35:00,2024-01-05 17:40:00,Completed_On_Time,114,1185,False,0,58,Low
18712,A,Medium,2024-01-16 13:53:00,2024-01-16 15:59:00,2024-01-16 16:11:00,Completed_Late,107,2552,True,12,126,Low
18713,B,High,2024-01-17 09:04:00,2024-01-17 11:13:00,2024-01-17 12:11:00,Completed_Late,110,7255,True,58,61,Low
18714,A,Low,2024-01-01 17:04:00,2024-01-01 19:53:00,2024-01-01 21:19:00,Completed_Late,170,1773,True,86,69,Low
18715,D,High,2024-01-25 17:55:00,2024-01-25 18:35:00,2024-01-25 18:40:00,Completed_Late,47,7509,True,5,32,Medium
18716,E,Low,2024-01-07 11:09:00,2024-01-07 14:03:00,2024-01-07 14:04:00,Completed_Late,189,1090,True,1,25,Medium
18717,D,Medium,2024-01-30 15:28:00,2024-01-30 17:40:00,2024-01-30 16:35:00,Completed_On_Time,113,4510,False,0,63,Low
18718,G,High,2024-01-26 17:29:00,2024-01-26 17:42:00,2024-01-26 17:59:00,Completed_Late,33,6660,True,17,-11,High
18719,A,Medium,2024-01-10 12:12:00,2024-01-10 13:59:00,2024-01-10 15:22:00,Completed_Late,115,3098,True,83,63,Low
18720,E,High,2024-01-04 14:53:00,2024-01-04 15:44:00,2024-01-04 16:20:00,Completed_Late,38,9044,True,36,28,Medium
18721,G,Low,2024-01-06 17:57:00,2024-01-06 22:04:00,2024-01-06 22:23:00,Completed_Late,222,1995,True,19,173,Low
18722,G,Medium,2024-01-06 13:39:00,2024-01-06 16:47:00,2024-01-06 17:48:00,Completed_Late,172,3241,True,61,103,Low
18723,E,Low,2024-01-23 16:57:00,2024-01-23 18:59:00,2024-01-23 18:09:00,Completed_On_Time,111,980,False,0,17,Medium
18724,B,High,2024-01-26 16:36:00,2024-01-26 18:17:00,2024-01-26 17:48:00,Completed_On_Time,74,6418,False,0,34,Medium
18725,B,Low,2024-01-03 14:01:00,2024-01-03 16:38:00,2024-01-03 16:34:00,Completed_On_Time,163,945,False,0,63,Low
18726,G,Low,2024-01-16 09:33:00,2024-01-16 12:55:00,2024-01-16 11:54:00,Completed_On_Time,187,803,False,0,149,Low
18727,A,Medium,2024-01-18 14:13:00,2024-01-18 15:59:00,2024-01-18 15:28:00,Completed_On_Time,105,2012,False,0,56,Low
18728,E,Medium,2024-01-31 14:16:00,2024-01-31 16:36:00,2024-01-31 17:09:00,Completed_Late,150,2693,True,33,38,Medium
18729,A,High,2024-01-25 12:14:00,2024-01-25 14:08:00,2024-01-25 13:12:00,Completed_On_Time,94,9320,False,0,102,Low
18730,G,Medium,2024-01-01 09:09:00,2024-01-01 10:18:00,2024-01-01 09:56:00,Completed_On_Time,65,3201,False,0,39,Medium
18731,G,Medium,2024-01-20 15:31:00,2024-01-20 18:05:00,2024-01-20 17:35:00,Completed_On_Time,172,4143,False,0,23,Medium
18732,G,Low,2024-01-16 11:05:00,2024-01-16 14:13:00,2024-01-16 14:55:00,Completed_Late,203,777,True,42,125,Low
18733,F,Low,2024-01-02 17:03:00,2024-01-02 19:28:00,2024-01-02 20:19:00,Completed_Late,118,1274,True,51,128,Low
18734,E,Medium,2024-01-23 14:51:00,2024-01-23 16:49:00,2024-01-23 16:16:00,Completed_On_Time,90,4348,False,0,87,Low
18735,B,Low,2024-01-29 16:16:00,2024-01-29 18:56:00,2024-01-29 19:26:00,Completed_Late,160,639,True,30,56,Low
18736,G,High,2024-01-19 16:36:00,2024-01-19 18:17:00,2024-01-19 18:25:00,Completed_Late,102,9117,True,8,3,High
18737,F,Low,2024-01-01 15:23:00,2024-01-01 17:39:00,2024-01-01 16:38:00,Completed_On_Time,122,1217,False,0,93,Low
18738,A,Medium,2024-01-21 12:26:00,2024-01-21 14:39:00,2024-01-21 14:13:00,Completed_On_Time,127,2104,False,0,19,Medium
18739,B,High,2024-01-19 11:40:00,2024-01-19 13:12:00,2024-01-19 12:26:00,Completed_On_Time,65,8015,False,0,28,Medium
18740,C,High,2024-01-08 11:28:00,2024-01-08 13:09:00,2024-01-08 12:42:00,Completed_On_Time,98,8920,False,0,86,Low
18741,C,High,2024-01-08 15:47:00,2024-01-08 17:30:00,2024-01-08 16:55:00,Completed_On_Time,91,5002,False,0,59,Low
18742,G,Low,2024-01-07 16:02:00,2024-01-07 19:15:00,2024-01-07 18:52:00,Completed_On_Time,207,1749,False,0,97,Low
18743,D,Low,2024-01-30 17:26:00,2024-01-30 19:35:00,2024-01-30 18:56:00,Completed_On_Time,139,801,False,0,44,Medium
18744,G,High,2024-01-12 12:52:00,2024-01-12 13:55:00,2024-01-12 13:32:00,Completed_On_Time,41,8112,False,0,32,Medium
18745,A,Low,2024-01-09 14:49:00,2024-01-09 18:23:00,2024-01-09 17:52:00,Completed_On_Time,234,650,False,0,93,Low
18746,D,Medium,2024-01-07 12:52:00,2024-01-07 14:21:00,2024-01-07 14:10:00,Completed_On_Time,102,2334,False,0,25,Medium
18747,D,High,2024-01-16 09:21:00,2024-01-16 10:14:00,2024-01-16 10:01:00,Completed_On_Time,60,8608,False,0,53,Low
18748,B,Medium,2024-01-16 09:14:00,2024-01-16 11:03:00,2024-01-16 10:51:00,Completed_On_Time,121,3626,False,0,89,Low
18749,C,Low,2024-01-09 10:28:00,2024-01-09 13:49:00,2024-01-09 12:37:00,Completed_On_Time,186,1482,False,0,190,Low
18750,G,Low,2024-01-07 16:29:00,2024-01-07 19:00:00,2024-01-07 19:35:00,Completed_Late,143,1716,True,35,49,Low
18751,B,Medium,2024-01-05 10:29:00,2024-01-05 11:57:00,2024-01-05 11:51:00,Completed_On_Time,86,3154,False,0,86,Low
18752,D,Low,2024-01-31 12:36:00,2024-01-31 13:51:00,2024-01-31 13:33:00,Completed_On_Time,93,857,False,0,-9,High
18753,F,Medium,2024-01-21 17:25:00,2024-01-21 19:05:00,2024-01-21 19:33:00,Completed_Late,119,4782,True,28,51,Low
18754,C,Low,2024-01-30 13:34:00,2024-01-30 16:09:00,2024-01-30 15:27:00,Completed_On_Time,147,1587,False,0,121,Low
18755,E,Low,2024-01-29 14:44:00,2024-01-29 17:09:00,2024-01-29 17:37:00,Completed_Late,144,1504,True,28,134,Low
18756,A,High,2024-01-08 09:06:00,2024-01-08 11:20:00,2024-01-08 10:34:00,Completed_On_Time,118,9149,False,0,53,Low
18757,A,Medium,2024-01-26 10:32:00,2024-01-26 13:28:00,2024-01-26 13:47:00,Completed_Late,150,4348,True,19,42,Medium
18758,C,Low,2024-01-31 12:13:00,2024-01-31 14:59:00,2024-01-31 14:06:00,Completed_On_Time,148,1742,False,0,67,Low
18759,F,Low,2024-01-31 17:01:00,2024-01-31 19:27:00,2024-01-31 18:57:00,Completed_On_Time,157,1007,False,0,22,Medium
18760,A,Medium,2024-01-09 15:56:00,2024-01-09 16:55:00,2024-01-09 16:50:00,Completed_On_Time,79,4319,False,0,23,Medium
18761,A,Medium,2024-01-18 17:13:00,2024-01-18 19:56:00,2024-01-18 19:39:00,Completed_On_Time,168,3310,False,0,18,Medium
18762,A,Low,2024-01-29 16:16:00,2024-01-29 18:58:00,2024-01-29 19:59:00,Completed_Late,132,1975,True,61,54,Low
18763,G,Medium,2024-01-20 17:47:00,2024-01-20 19:35:00,2024-01-20 21:00:00,Completed_Late,98,4733,True,85,25,Medium
18764,E,Medium,2024-01-08 17:43:00,2024-01-08 19:56:00,2024-01-08 19:42:00,Completed_On_Time,141,3418,False,0,16,Medium
18765,G,High,2024-01-02 12:11:00,2024-01-02 13:10:00,2024-01-02 13:11:00,Completed_Late,60,8981,True,1,54,Low
18766,D,High,2024-01-31 13:35:00,2024-01-31 13:45:00,2024-01-31 13:59:00,Completed_Late,30,7763,True,14,-1,High
18767,A,Low,2024-01-20 12:46:00,2024-01-20 16:45:00,2024-01-20 17:31:00,Completed_Late,211,913,True,46,95,Low
18768,A,Medium,2024-01-15 11:00:00,2024-01-15 13:01:00,2024-01-15 13:38:00,Completed_Late,95,2729,True,37,118,Low
18769,F,High,2024-01-08 15:09:00,2024-01-08 16:07:00,2024-01-08 16:48:00,Completed_Late,75,5212,True,41,1,High
18770,C,Low,2024-01-24 13:22:00,2024-01-24 16:58:00,2024-01-24 16:21:00,Completed_On_Time,232,862,False,0,210,Low
18771,D,Low,2024-01-13 09:01:00,2024-01-13 12:10:00,2024-01-13 11:33:00,Completed_On_Time,192,1083,False,0,110,Low
18772,E,High,2024-01-19 12:44:00,2024-01-19 13:37:00,2024-01-19 13:45:00,Completed_Late,65,7597,True,8,50,Low
18773,C,Low,2024-01-06 12:36:00,2024-01-06 15:29:00,2024-01-06 14:06:00,Completed_On_Time,146,560,False,0,157,Low
18774,D,Medium,2024-01-05 16:19:00,2024-01-05 17:35:00,2024-01-05 17:25:00,Completed_On_Time,77,4233,False,0,38,Medium
18775,C,Low,2024-01-01 11:24:00,2024-01-01 14:08:00,2024-01-01 13:24:00,Completed_On_Time,183,1305,False,0,128,Low
18776,F,Low,2024-01-16 14:58:00,2024-01-16 17:30:00,2024-01-16 16:41:00,Completed_On_Time,149,712,False,0,147,Low
18777,D,Low,2024-01-24 14:57:00,2024-01-24 17:10:00,2024-01-24 16:57:00,Completed_On_Time,144,621,False,0,106,Low
18778,D,Low,2024-01-31 11:45:00,2024-01-31 15:12:00,2024-01-31 14:41:00,Completed_On_Time,216,659,False,0,173,Low
18779,G,Medium,2024-01-26 11:44:00,2024-01-26 14:52:00,2024-01-26 14:12:00,Completed_On_Time,166,3897,False,0,142,Low
18780,B,High,2024-01-25 11:50:00,2024-01-25 13:00:00,2024-01-25 13:40:00,Completed_Late,58,9835,True,40,66,Low
18781,E,Low,2024-01-13 16:41:00,2024-01-13 20:31:00,2024-01-13 20:24:00,Completed_On_Time,239,1252,False,0,229,Low
18782,E,High,2024-01-03 15:11:00,2024-01-03 16:52:00,2024-01-03 16:20:00,Completed_On_Time,80,8015,False,0,45,Low
18783,E,Medium,2024-01-28 13:31:00,2024-01-28 16:27:00,2024-01-28 15:22:00,Completed_On_Time,166,3944,False,0,151,Low
18784,A,Medium,2024-01-08 11:32:00,2024-01-08 13:37:00,2024-01-08 13:54:00,Completed_Late,106,3798,True,17,68,Low
18785,C,Medium,2024-01-15 11:40:00,2024-01-15 13:10:00,2024-01-15 14:24:00,Completed_Late,108,3276,True,74,-3,High
18786,E,Low,2024-01-15 17:12:00,2024-01-15 20:52:00,2024-01-15 19:17:00,Completed_On_Time,198,1425,False,0,86,Low
18787,G,Medium,2024-01-12 14:16:00,2024-01-12 16:27:00,2024-01-12 16:12:00,Completed_On_Time,123,4006,False,0,51,Low
18788,D,Low,2024-01-28 10:03:00,2024-01-28 12:04:00,2024-01-28 11:42:00,Completed_On_Time,112,633,False,0,96,Low
18789,C,Medium,2024-01-26 16:12:00,2024-01-26 18:45:00,2024-01-26 18:54:00,Completed_Late,168,3326,True,9,88,Low
18790,E,High,2024-01-22 10:54:00,2024-01-22 12:27:00,2024-01-22 12:08:00,Completed_On_Time,90,8053,False,0,27,Medium
18791,C,High,2024-01-18 10:14:00,2024-01-18 10:55:00,2024-01-18 12:23:00,Completed_Late,52,5238,True,88,37,Medium
18792,B,High,2024-01-21 10:27:00,2024-01-21 11:04:00,2024-01-21 11:31:00,Completed_Late,35,6556,True,27,35,Medium
18793,G,Medium,2024-01-09 11:45:00,2024-01-09 14:44:00,2024-01-09 14:08:00,Completed_On_Time,150,2194,False,0,129,Low
18794,B,Medium,2024-01-16 17:44:00,2024-01-16 19:21:00,2024-01-16 18:40:00,Completed_On_Time,83,2584,False,0,54,Low
18795,E,High,2024-01-26 15:37:00,2024-01-26 17:40:00,2024-01-26 17:05:00,Completed_On_Time,102,7546,False,0,68,Low
18796,G,Medium,2024-01-14 16:32:00,2024-01-14 18:21:00,2024-01-14 19:44:00,Completed_Late,91,3874,True,83,94,Low
18797,C,Medium,2024-01-11 12:53:00,2024-01-11 14:02:00,2024-01-11 13:42:00,Completed_On_Time,76,2758,False,0,-4,High
18798,A,High,2024-01-15 11:01:00,2024-01-15 12:49:00,2024-01-15 13:38:00,Completed_Late,88,8992,True,49,43,Medium
18799,C,Low,2024-01-17 14:52:00,2024-01-17 17:30:00,2024-01-17 16:53:00,Completed_On_Time,162,1957,False,0,139,Low
18800,A,Low,2024-01-01 17:22:00,2024-01-01 20:34:00,2024-01-01 19:14:00,Completed_On_Time,179,1164,False,0,192,Low
18801,E,Low,2024-01-04 17:32:00,2024-01-04 21:00:00,2024-01-04 21:39:00,Completed_Late,194,1089,True,39,179,Low
18802,F,Medium,2024-01-29 14:25:00,2024-01-29 16:20:00,2024-01-29 17:28:00,Completed_Late,109,2772,True,68,85,Low
18803,E,Medium,2024-01-01 10:53:00,2024-01-01 13:25:00,2024-01-01 12:41:00,Completed_On_Time,161,2728,False,0,-4,High
18804,B,High,2024-01-08 09:02:00,2024-01-08 10:29:00,2024-01-08 11:33:00,Completed_Late,93,8480,True,64,11,High
18805,C,Medium,2024-01-03 13:39:00,2024-01-03 15:51:00,2024-01-03 15:42:00,Completed_On_Time,135,3550,False,0,16,Medium
18806,D,Medium,2024-01-24 17:30:00,2024-01-24 20:01:00,2024-01-24 19:25:00,Completed_On_Time,122,4377,False,0,59,Low
18807,A,Medium,2024-01-24 13:19:00,2024-01-24 15:22:00,2024-01-24 15:46:00,Completed_Late,135,3739,True,24,12,High
18808,G,Low,2024-01-04 10:43:00,2024-01-04 14:28:00,2024-01-04 15:47:00,Completed_Late,216,1123,True,79,175,Low
18809,G,Low,2024-01-27 14:39:00,2024-01-27 17:09:00,2024-01-27 18:37:00,Completed_Late,164,1708,True,88,82,Low
18810,A,Medium,2024-01-20 16:47:00,2024-01-20 19:11:00,2024-01-20 18:10:00,Completed_On_Time,126,2393,False,0,71,Low
18811,F,Medium,2024-01-08 10:39:00,2024-01-08 11:53:00,2024-01-08 11:35:00,Completed_On_Time,89,2809,False,0,14,High
18812,D,High,2024-01-09 10:12:00,2024-01-09 12:18:00,2024-01-09 11:44:00,Completed_On_Time,103,5286,False,0,117,Low
18813,D,High,2024-01-27 15:50:00,2024-01-27 17:06:00,2024-01-27 16:20:00,Completed_On_Time,51,8370,False,0,61,Low
18814,E,Medium,2024-01-01 12:48:00,2024-01-01 15:28:00,2024-01-01 14:44:00,Completed_On_Time,173,3621,False,0,62,Low
18815,B,Medium,2024-01-30 13:20:00,2024-01-30 14:52:00,2024-01-30 14:59:00,Completed_Late,86,3147,True,7,69,Low
18816,C,Low,2024-01-05 16:43:00,2024-01-05 19:17:00,2024-01-05 19:25:00,Completed_Late,167,1503,True,8,-6,High
18817,F,Low,2024-01-16 11:48:00,2024-01-16 14:49:00,2024-01-16 13:48:00,Completed_On_Time,194,1259,False,0,17,Medium
18818,C,Low,2024-01-16 17:02:00,2024-01-16 20:39:00,2024-01-16 19:44:00,Completed_On_Time,225,538,False,0,68,Low
18819,E,Low,2024-01-20 13:34:00,2024-01-20 16:27:00,2024-01-20 16:09:00,Completed_On_Time,175,1629,False,0,139,Low
18820,G,High,2024-01-09 11:36:00,2024-01-09 13:35:00,2024-01-09 14:01:00,Completed_Late,96,5711,True,26,35,Medium
18821,E,Low,2024-01-16 11:11:00,2024-01-16 14:57:00,2024-01-16 13:35:00,Completed_On_Time,234,804,False,0,209,Low
18822,B,Low,2024-01-19 12:27:00,2024-01-19 15:48:00,2024-01-19 14:40:00,Completed_On_Time,191,538,False,0,40,Medium
18823,F,Medium,2024-01-08 09:50:00,2024-01-08 12:08:00,2024-01-08 12:02:00,Completed_On_Time,134,4338,False,0,111,Low
18824,E,High,2024-01-02 13:50:00,2024-01-02 15:14:00,2024-01-02 15:07:00,Completed_On_Time,104,8232,False,0,-13,High
18825,C,High,2024-01-06 14:38:00,2024-01-06 15:37:00,2024-01-06 15:24:00,Completed_On_Time,53,5059,False,0,35,Medium
18826,E,Low,2024-01-19 11:55:00,2024-01-19 15:29:00,2024-01-19 14:52:00,Completed_On_Time,192,1854,False,0,41,Medium
18827,F,Medium,2024-01-29 13:06:00,2024-01-29 15:19:00,2024-01-29 16:39:00,Completed_Late,148,3858,True,80,1,High
18828,A,High,2024-01-10 17:15:00,2024-01-10 18:22:00,2024-01-10 18:04:00,Completed_On_Time,51,6326,False,0,24,Medium
18829,F,Low,2024-01-23 17:10:00,2024-01-23 19:29:00,2024-01-23 19:12:00,Completed_On_Time,140,1124,False,0,130,Low
18830,B,High,2024-01-05 09:51:00,2024-01-05 10:30:00,2024-01-05 10:23:00,Completed_On_Time,42,8017,False,0,-2,High
18831,G,Medium,2024-01-27 09:33:00,2024-01-27 11:36:00,2024-01-27 11:01:00,Completed_On_Time,126,3174,False,0,58,Low
18832,E,Medium,2024-01-29 17:54:00,2024-01-29 20:28:00,2024-01-29 19:45:00,Completed_On_Time,131,2519,False,0,92,Low
18833,B,Low,2024-01-10 17:55:00,2024-01-10 19:50:00,2024-01-10 19:24:00,Completed_On_Time,132,1587,False,0,91,Low
18834,D,Medium,2024-01-15 14:02:00,2024-01-15 15:03:00,2024-01-15 15:15:00,Completed_Late,74,3743,True,12,-10,High
18835,C,Low,2024-01-16 09:41:00,2024-01-16 13:57:00,2024-01-16 12:04:00,Completed_On_Time,232,1237,False,0,250,Low
18836,F,High,2024-01-09 17:05:00,2024-01-09 17:27:00,2024-01-09 17:42:00,Completed_Late,37,6518,True,15,21,Medium
18837,E,High,2024-01-25 12:21:00,2024-01-25 13:27:00,2024-01-25 13:11:00,Completed_On_Time,55,7868,False,0,11,High
18838,D,Medium,2024-01-14 17:15:00,2024-01-14 18:56:00,2024-01-14 18:19:00,Completed_On_Time,93,4085,False,0,93,Low
